,number,state,value,datetime_start,datetime_complete,params,params,params,params,params,params,params,params,system_attrs
,,,,,,bagging_fraction,bagging_freq,feature_fraction,lambda_l1,lambda_l2,min_child_samples,num_leaves,random_state,_number
58,58,TrialState.COMPLETE,0.8462608495233115,2020-01-03 22:30:41.355391,2020-01-03 22:31:47.351192,0.746658221210837,5,0.9243614753780689,0.005226745912390548,1.6767574555116842,80,181,10,58
59,59,TrialState.COMPLETE,0.8452958091016678,2020-01-03 22:31:47.351835,2020-01-03 22:32:48.971793,0.8279589207500793,5,0.9328606702771723,9.967487993032699e-05,5.42665098071481,90,154,16,59
60,60,TrialState.COMPLETE,0.846152260909307,2020-01-03 22:32:48.972429,2020-01-03 22:33:58.492336,0.8483451125446079,4,0.8718069797028601,0.09111841021451376,0.6682838833153297,58,110,29,60
61,61,TrialState.COMPLETE,0.8517193381944945,2020-01-03 22:33:58.492978,2020-01-03 22:35:03.867498,0.8070674146918868,5,0.8390907205934592,0.0003543420203502818,4.468466658809475,65,169,5,61
62,62,TrialState.COMPLETE,0.8496187726345508,2020-01-03 22:35:03.868146,2020-01-03 22:36:07.856866,0.7887899800491588,6,0.7889349049911529,0.0013422584324369274,4.835879709598097,69,187,4,62
63,63,TrialState.COMPLETE,0.8484632646134935,2020-01-03 22:36:07.857514,2020-01-03 22:37:12.484291,0.7791019981345395,6,0.7984655446604262,0.0006385452674807012,4.576391545323975,72,218,4,63
64,64,TrialState.COMPLETE,0.84536446174824,2020-01-03 22:37:12.484984,2020-01-03 22:38:18.037077,0.7422598423936458,5,0.8320926128043373,0.0012288089407009794,2.1572278824441993,77,190,9,64
65,65,TrialState.COMPLETE,0.8496831288893297,2020-01-03 22:38:18.037770,2020-01-03 22:39:24.297773,0.7963697940427781,4,0.7549227616516048,0.0002861901208223946,5.009549773486847,64,206,4,65
66,66,TrialState.COMPLETE,0.8466702354013872,2020-01-03 22:39:24.298414,2020-01-03 22:40:31.682092,0.7202614404657703,3,0.7420626648696893,0.00032312594145254375,0.3630552991112213,69,225,5,66
67,67,TrialState.COMPLETE,0.8465623345058158,2020-01-03 22:40:31.682788,2020-01-03 22:41:42.429343,0.7981952300360651,4,0.7923893027318056,6.484251111061107e-05,0.9429398550121835,64,198,3,67
68,68,TrialState.COMPLETE,0.8456501533483225,2020-01-03 22:41:42.429986,2020-01-03 22:42:51.134883,0.7626661894409601,4,0.769258578226293,0.002411027047859514,0.1789711946004843,74,208,8,68
69,69,TrialState.COMPLETE,0.8465911299502281,2020-01-03 22:42:51.135520,2020-01-03 22:43:53.001699,0.6986135309389059,4,0.7540621590684783,0.00013626488004908006,5.657301853692295,68,184,23,69
70,70,TrialState.COMPLETE,0.8468037593106267,2020-01-03 22:43:53.002333,2020-01-03 22:44:59.680943,0.8123804086358842,5,0.8819900513026541,0.006821589119656854,5.059116235090043,55,232,1,70
71,71,TrialState.COMPLETE,0.8455177583290319,2020-01-03 22:44:59.681584,2020-01-03 22:46:02.301991,0.8388584663887378,2,0.8429788293936474,2.734304718421884e-05,9.554588686799082,61,168,13,71
72,72,TrialState.COMPLETE,0.8449887271019719,2020-01-03 22:46:02.302631,2020-01-03 22:47:08.723758,0.7842128882344027,6,0.9355953394657762,7.05068113194986e-06,1.7918987412641776,71,209,15,72
73,73,TrialState.COMPLETE,0.847775799169395,2020-01-03 22:47:08.724391,2020-01-03 22:48:12.262849,0.7941125132527085,6,0.90828811124323,0.0005033542353398627,4.816520459383612,62,173,10,73
74,74,TrialState.COMPLETE,0.8468959032327754,2020-01-03 22:48:12.263501,2020-01-03 22:49:16.644037,0.8191826699561247,6,0.7097654528216298,0.0015183309987380122,1.0341791971038867,76,191,4,74
75,75,TrialState.COMPLETE,0.8469371223540708,2020-01-03 22:49:16.644672,2020-01-03 22:50:19.189960,0.8677257663953766,5,0.8576381138515847,0.00016113844532395272,9.780338161099671,66,164,19,75
76,76,TrialState.COMPLETE,0.8487202456855725,2020-01-03 22:50:19.190595,2020-01-03 22:51:25.120768,0.7541579046875299,6,0.9703905267353317,5.0373223676076976e-05,2.1965707764725018,58,148,12,76
77,77,TrialState.COMPLETE,0.8486619903287579,2020-01-03 22:51:25.121402,2020-01-03 22:52:34.416913,0.8545936201435497,6,0.9432035870935831,0.00034846875858540966,0.45593819331101776,64,140,8,77
78,78,TrialState.COMPLETE,0.8460936929098255,2020-01-03 22:52:34.417548,2020-01-03 22:53:33.778557,0.730992207590339,7,0.667763829997938,0.026435604064050707,4.134948491694948,68,129,5,78
79,79,TrialState.COMPLETE,0.8447198478761404,2020-01-03 22:53:33.779183,2020-01-03 22:54:36.408025,0.5522466212273022,3,0.9118321338730038,1.6129525097163352e-06,0.04585321073741262,62,157,1,79
80,80,TrialState.COMPLETE,0.8469427029592309,2020-01-03 22:54:36.408659,2020-01-03 22:55:43.723660,0.8325194781259354,5,0.7295666233527699,6.796378770722835e-07,1.797580733151142,55,174,17,80
81,81,TrialState.COMPLETE,0.846534227908825,2020-01-03 22:55:43.724284,2020-01-03 22:56:58.528111,0.8825858912917327,6,0.6908535719868394,0.00022335627748913136,5.766790782354727e-06,48,181,8,81
82,82,TrialState.COMPLETE,0.845876459097671,2020-01-03 22:56:58.528738,2020-01-03 22:58:03.809767,0.9002436449097937,6,0.7713789801779517,0.0011484216703673761,3.2755439475064296,59,138,3,82
83,83,TrialState.COMPLETE,0.8488392303977064,2020-01-03 22:58:03.810392,2020-01-03 22:59:08.577596,0.9607545239294812,6,0.7515353360295878,0.002307247287198632,5.823712060859501,53,165,11,83
84,84,TrialState.COMPLETE,0.8504230420400904,2020-01-03 22:59:08.578233,2020-01-03 23:00:10.385363,0.930027889003411,7,0.8082102414381668,0.0006137887224283163,9.920129024172828,64,150,6,84
85,85,TrialState.COMPLETE,0.8479004348475658,2020-01-03 23:00:10.386008,2020-01-03 23:01:13.294277,0.9317443681655592,7,0.8160123187618331,0.000535602609779364,9.988351905603807,64,152,6,85
86,86,TrialState.COMPLETE,0.8479351576639671,2020-01-03 23:01:13.294903,2020-01-03 23:02:18.992839,0.8622797022195228,7,0.8953472754211945,8.189100487573086e-05,0.8405328997280823,75,127,14,86
87,87,TrialState.COMPLETE,0.8489177921535784,2020-01-03 23:02:18.993476,2020-01-03 23:03:24.756932,0.9856102750312606,7,0.8057407627753232,7.881309978899863e-06,3.60816874006203,72,144,3,87
88,88,TrialState.COMPLETE,0.8458239334220508,2020-01-03 23:03:24.757574,2020-01-03 23:04:31.790318,0.7910924073474074,4,0.785504558625039,2.363680524736218e-05,0.00019095592807386272,78,202,1,88
89,89,TrialState.COMPLETE,0.848783403419873,2020-01-03 23:04:31.790944,2020-01-03 23:05:40.237489,0.8137117286544957,5,0.8720775583591327,3.613330293117915e-07,1.4419090432055408,67,161,21,89
90,90,TrialState.COMPLETE,0.8473163815265895,2020-01-03 23:05:40.238165,2020-01-03 23:06:43.505608,0.7680329477861609,6,0.954159993940892,3.7134830321215746e-06,6.433278656098499,85,195,9,90
91,91,TrialState.COMPLETE,0.8495110460099342,2020-01-03 23:06:43.506267,2020-01-03 23:07:55.795189,0.9102713096979825,6,0.9996795041264694,0.0036526215628859713,2.263104037991727,57,151,6,91
92,92,TrialState.COMPLETE,0.8466537440083013,2020-01-03 23:07:55.795882,2020-01-03 23:09:06.930651,0.9346767036070501,7,0.8393162203839498,0.03356570560366014,2.3526440665059702,56,151,7,92
93,93,TrialState.COMPLETE,0.8488538208947028,2020-01-03 23:09:06.931329,2020-01-03 23:10:14.398586,0.9156656558777696,6,0.9667083785019762,0.0035173546854984053,3.8359936415139813,61,178,5,93
94,94,TrialState.COMPLETE,0.8464427491919239,2020-01-03 23:10:14.399217,2020-01-03 23:11:15.822849,0.8398069717807394,6,0.9856965023206399,0.007695088737661837,9.812937500752483,70,135,12,94
95,95,TrialState.COMPLETE,0.8478986836784698,2020-01-03 23:11:15.823486,2020-01-03 23:12:25.941267,0.887110344845919,6,0.8874884774740898,0.0008530719364620916,1.0885455437321128,63,156,1,95
96,96,TrialState.COMPLETE,0.8487726162471297,2020-01-03 23:12:25.941909,2020-01-03 23:13:35.445962,0.9044266295236717,5,0.8568621316928929,9.43289667068923e-07,0.5833394422777453,59,169,9,96
97,97,TrialState.COMPLETE,0.8470653724784268,2020-01-03 23:13:35.446589,2020-01-03 23:14:46.462239,0.9580793201127455,6,0.8269747065238024,0.0002135402049347098,0.28376856434938275,67,144,15,97
98,98,TrialState.COMPLETE,0.8473564498119102,2020-01-03 23:14:46.462880,2020-01-03 23:15:54.405398,0.9410347228050256,5,0.7292193317283697,0.001672080076509178,6.816564814085274,50,124,6,98
99,99,TrialState.COMPLETE,0.8481198536822131,2020-01-03 23:15:54.406040,2020-01-03 23:17:06.272837,0.8733724592650673,6,0.9931435916651203,1.6240860573719918e-05,2.422209325181953,57,187,3,99
